o_orderkey,o_custkey,o_totalprice,o_orderdate
18945,404,171989.26,1994-01-18
23458,592,23284.71,1994-01-18
32868,227,74725.2,1994-01-18
22118,1009,91740.57,1994-01-19
38404,493,4683.13,1994-01-19
66,905,104153.06,1994-01-20
16999,185,193370.12,1994-01-20
20711,760,90727.49,1994-01-20
22630,167,87476.47,1994-01-21
36678,391,294634.54,1994-01-21
38340,838,74855.71,1994-01-21
28481,976,84494.48,1994-01-22
31138,34,28829.62,1994-01-22
32800,154,146329.09,1994-01-22
35936,658,331011.08,1994-01-22
37638,782,99900.82,1994-01-22
38021,76,106241.39,1994-01-22
4323,725,27659.43,1994-01-23
7652,919,34168.57,1994-01-23
7815,238,21996.8,1994-01-23
13636,76,193717.72,1994-01-23
23718,292,159717.73,1994-01-23
27362,910,35139.35,1994-01-23
28225,1001,302438.26,1994-01-23
6400,577,130269.09,1994-01-24
10500,700,23212.08,1994-01-24
10661,125,102859.35,1994-01-24
24262,988,167781.24,1994-01-24
24802,179,57426.25,1994-01-24
39779,652,186482.76,1994-01-24
19234,322,140749.41,1994-01-25
29319,370,180891.66,1994-01-25
33025,802,236524.98,1994-01-25
33120,958,25121.57,1994-01-25
6629,766,146544.85,1994-01-26
7043,256,17388.86,1994-01-26
12869,977,102984.41,1994-01-26
39713,617,203258.78,1994-01-26
17186,1000,198228.87,1994-01-27
19399,502,78066.87,1994-01-27
20422,754,108528.71,1994-01-27
24544,136,228154.54,1994-01-27
27331,974,155469.11,1994-01-27
32807,157,175916.32,1994-01-27
10530,893,90498.49,1994-01-28
11686,727,209331.02,1994-01-28
12675,476,120362.3,1994-01-28
15718,808,102103.45,1994-01-28
8868,263,185332.77,1994-01-29
17155,965,232735.12,1994-01-29
19047,403,274061.63,1994-01-29
20391,407,77177.42,1994-01-29
3072,158,136051.23,1994-01-30
14752,736,21483.51,1994-01-30
20480,343,149328.05,1994-01-30
20484,782,169791.51,1994-01-30
37376,518,143045.73,1994-01-30
39073,949,165485.37,1994-01-30
5316,697,107183.96,1994-01-31
14309,967,96748.41,1994-01-31
21383,125,173978.19,1994-01-31
29858,890,26002.11,1994-01-31
35847,583,263016.79,1994-01-31
15270,949,38493.6,1994-02-01
18595,67,173996.78,1994-02-01
24867,599,19617.58,1994-02-01
29799,361,234440.91,1994-02-01
30341,100,198131.77,1994-02-01
4454,986,177299.09,1994-02-02
5666,97,176578.1,1994-02-02
30053,796,269499.98,1994-02-02
32676,610,171855.56,1994-02-02
39495,644,153463.34,1994-02-02
13604,799,255071.53,1994-02-03
19493,761,124513,1994-02-03
20226,856,61694.44,1994-02-03
20837,526,64109.51,1994-02-03
38529,529,286286.72,1994-02-03
39904,925,44694.21,1994-02-03
6437,814,141165.8,1994-02-04
21222,569,207778.2,1994-02-04
34784,826,247492.01,1994-02-04
14085,626,203614.65,1994-02-05
14400,443,242007.33,1994-02-05
14627,475,216723.82,1994-02-05
17636,533,196940.21,1994-02-05
25120,242,187057.32,1994-02-05
35776,670,232912.72,1994-02-05
417,383,120368,1994-02-06
10310,719,165778.97,1994-02-06
26945,235,143248.54,1994-02-06
35200,166,208260.21,1994-02-06
36068,829,157794.04,1994-02-06
9156,109,139706.43,1994-02-07
17319,386,12107.05,1994-02-07
18117,409,156036.26,1994-02-07
19683,260,20999.42,1994-02-07
22241,1016,49175.21,1994-02-07
25440,445,206543.24,1994-02-07
26724,988,128828.36,1994-02-07
28772,37,256213.31,1994-02-07
37346,386,27091.46,1994-02-07
23808,932,117261.35,1994-02-08
32960,350,146127.25,1994-02-08
3138,973,164096,1994-02-09
7140,838,84520.07,1994-02-09
14150,62,148708.05,1994-02-09
16835,154,84220.29,1994-02-09
20162,419,118998.47,1994-02-09
30561,208,144533.49,1994-02-09
33638,125,21983.8,1994-02-09
35746,386,82296.54,1994-02-09
11813,263,175432.41,1994-02-10
33344,688,1338.23,1994-02-10
7813,943,58432.13,1994-02-11
9222,148,224083.63,1994-02-11
9506,863,43342.41,1994-02-11
31078,871,82363.15,1994-02-11
14983,706,227525.22,1994-02-12
18790,16,62803.04,1994-02-12
33986,571,177374.95,1994-02-12
833,388,74521.03,1994-02-13
14211,841,206207.69,1994-02-13
14823,583,178920.85,1994-02-13
36550,1019,87762.14,1994-02-13
16612,196,202690.49,1994-02-14
21572,983,174100.16,1994-02-14
38368,127,29320.23,1994-02-14
13152,595,274883.84,1994-02-15
13408,959,233497.51,1994-02-15
14913,988,148782.18,1994-02-15
29413,602,199196.41,1994-02-15
3616,892,88916.33,1994-02-16
10881,701,225404.63,1994-02-16
32741,716,263299.72,1994-02-16
33095,7,201793.4,1994-02-16
34498,893,180706.34,1994-02-16
389,889,2233.72,1994-02-17
32037,334,277426.25,1994-02-17
18626,949,116089.7,1994-02-18
18915,175,1677.13,1994-02-18
21095,541,221343.24,1994-02-18
22083,1031,93879.58,1994-02-18
16547,328,172692.75,1994-02-19
7206,247,4460.23,1994-02-20
18471,152,209683.92,1994-02-20
23233,1022,40799.65,1994-02-20
36455,998,171356.83,1994-02-20
39712,923,68919.14,1994-02-21
26662,76,104330.07,1994-02-22
36769,565,63914.4,1994-02-22
38087,265,126631.34,1994-02-22
6368,361,173606.55,1994-02-23
18177,118,147848.49,1994-02-23
35557,250,178847.01,1994-02-23
39072,247,26919.2,1994-02-23
28256,851,56512.61,1994-02-24
36643,847,145525.17,1994-02-24
11008,365,172281.49,1994-02-25
18816,202,262152.32,1994-02-25
21409,817,80403.62,1994-02-25
37441,731,190197.18,1994-02-25
18337,1018,64066.33,1994-02-26
18819,170,250389.97,1994-02-26
23335,184,164982.31,1994-02-26
1059,889,286356.2,1994-02-27
6372,362,161898.73,1994-02-27
18279,233,156914.56,1994-02-27
30215,110,257739.04,1994-02-27
30404,968,48558.09,1994-02-27
30432,205,146646.8,1994-02-27
30564,142,128914.42,1994-02-27
6979,229,123881.95,1994-02-28
14657,259,107693.63,1994-02-28
14916,266,69046.09,1994-02-28
26690,433,157875.99,1994-02-28
28193,848,46321.8,1994-02-28
39846,124,136629.89,1994-02-28
21093,451,69161.72,1994-03-01
8258,623,124412.8,1994-03-02
11302,316,234872.85,1994-03-02
19042,364,305072.41,1994-03-02
22851,772,181668.21,1994-03-02
22917,109,119754.25,1994-03-02
7745,905,183390.11,1994-03-03
21703,550,106748.65,1994-03-03
11973,442,139965.7,1994-03-04
12544,308,67836,1994-03-04
30979,721,80121.64,1994-03-04
10022,650,65632.27,1994-03-05
20166,286,103130.09,1994-03-05
24480,193,44163.24,1994-03-05
28291,964,66045.07,1994-03-05
2466,127,186166.94,1994-03-06
5828,889,60363.76,1994-03-06
12934,436,263424,1994-03-06
20773,328,50341.41,1994-03-06
29984,221,60845.47,1994-03-06
1799,421,56004.86,1994-03-07
24391,58,194028.97,1994-03-07
25703,343,64300.87,1994-03-07
29670,913,18964.6,1994-03-07
352,746,22368.17,1994-03-08
14017,724,180605.27,1994-03-08
25990,949,201171.14,1994-03-08
8709,340,305869.48,1994-03-09
13542,712,356085.15,1994-03-09
24292,343,184730.3,1994-03-09
34304,850,12449.05,1994-03-09
37510,116,139801.39,1994-03-09
673,556,30353.57,1994-03-10
14982,1024,5047.84,1994-03-10
9538,980,22098.53,1994-03-11
13632,760,283042.1,1994-03-11
34497,452,98983.15,1994-03-11
37095,299,319667.91,1994-03-11
2373,184,86249.68,1994-03-12
17829,505,143710.12,1994-03-12
27111,779,139091.2,1994-03-12
99,623,156927.89,1994-03-13
291,988,107318.25,1994-03-13
12450,925,69879.95,1994-03-13
14176,694,125841.11,1994-03-13
14436,460,187363.59,1994-03-13
18083,308,58511.39,1994-03-13
25574,805,257348.05,1994-03-13
33217,583,238414.52,1994-03-13
23398,505,304791.69,1994-03-14
27079,406,28051.56,1994-03-14
28258,559,186454.81,1994-03-14
29474,332,78808.26,1994-03-14
7366,35,59817.35,1994-03-15
7776,764,136131.02,1994-03-15
9317,70,129261.86,1994-03-15
24193,166,251240.98,1994-03-15
28647,946,906.09,1994-03-15
1952,463,20138.65,1994-03-16
1989,814,41854.63,1994-03-16
11585,626,49985.75,1994-03-16
26855,247,32941.53,1994-03-16
28480,122,40758.91,1994-03-16
34176,940,86481.31,1994-03-16
37637,992,225670.68,1994-03-16
9383,98,143748.4,1994-03-17
36807,824,190545.03,1994-03-17
6498,860,99861.36,1994-03-18
9733,700,73609.11,1994-03-18
39906,631,71110.11,1994-03-18
1795,650,228447.73,1994-03-19
9894,596,93193.89,1994-03-19
15170,964,60321.58,1994-03-19
18021,368,78892.81,1994-03-19
19299,35,237988.93,1994-03-19
23751,728,111184.04,1994-03-19
26278,542,95544.59,1994-03-19
31941,418,139722.95,1994-03-19
7300,301,228892.17,1994-03-20
16676,977,162898.31,1994-03-20
22757,859,138750.88,1994-03-20
23429,829,254327,1994-03-20
2530,890,89067.61,1994-03-21
6116,943,240554.3,1994-03-21
11077,427,52126.2,1994-03-21
38084,563,85501.2,1994-03-21
39297,826,54704.87,1994-03-21
7719,298,5592.92,1994-03-22
13825,40,150360.33,1994-03-22
18599,443,125957.09,1994-03-22
26470,311,187517.53,1994-03-22
29766,490,235612.02,1994-03-22
35744,872,146251.22,1994-03-22
2212,814,24779.87,1994-03-23
6881,790,36050.75,1994-03-23
7136,247,365521.4,1994-03-23
8257,245,163253.81,1994-03-23
13252,916,158144.18,1994-03-23
17444,407,89514.43,1994-03-23
35395,542,54445.09,1994-03-23
38119,1034,163546.11,1994-03-23
39301,584,240146.35,1994-03-23
34017,547,150175.82,1994-03-24
32451,28,153896.62,1994-03-25
34247,472,23184.23,1994-03-25
37794,163,202906.1,1994-03-25
38721,781,142167.1,1994-03-25
323,274,87935.16,1994-03-26
1892,164,204635.85,1994-03-26
10148,1024,105978.31,1994-03-26
25731,700,191437.44,1994-03-26
32705,832,45615.81,1994-03-26
38565,139,211409.31,1994-03-26
3653,269,158417.19,1994-03-27
31174,1007,142638.11,1994-03-27
11558,43,35028.52,1994-03-28
12928,445,237786.65,1994-03-28
21633,49,326459.32,1994-03-28
22562,71,77049.81,1994-03-28
22853,971,42163.71,1994-03-28
26789,688,33833.14,1994-03-28
28354,488,204307,1994-03-28
32869,346,222269.3,1994-03-28
33319,622,216752.76,1994-03-28
39750,883,40014.36,1994-03-28
2144,943,154151.69,1994-03-29
4516,907,36554.13,1994-03-29
9478,658,127763.56,1994-03-29
16229,907,166751.56,1994-03-30
22178,920,20101.81,1994-03-30
34855,553,82775.32,1994-03-30
2915,649,135832.11,1994-03-31
4480,583,47098.08,1994-03-31
10949,232,101474.22,1994-03-31
22755,814,273708.18,1994-03-31
22758,16,110478.48,1994-03-31
37859,647,207591.66,1994-03-31
20100,622,57885.71,1994-04-01
22308,610,171225.37,1994-04-01
24676,140,10786.14,1994-04-01
29127,793,132634.62,1994-04-01
1063,259,65102.23,1994-04-02
8295,682,337194.88,1994-04-02
10978,943,85049.15,1994-04-02
17795,919,259326.59,1994-04-02
35493,10,16105.17,1994-04-02
2754,1007,26758.47,1994-04-03
22978,227,119956.23,1994-04-03
30661,602,162128.87,1994-04-03
36386,4,4636.08,1994-04-03
12321,55,21486,1994-04-04
17794,820,197960.63,1994-04-04
30503,790,11867.33,1994-04-04
2182,158,161149.4,1994-04-05
13959,316,153831.05,1994-04-05
22371,805,24236.77,1994-04-05
23840,745,47496.35,1994-04-05
25475,295,42732.45,1994-04-05
13765,500,128705.66,1994-04-06
36452,35,253561.41,1994-04-06
5921,400,222757.66,1994-04-07
10851,841,210233.22,1994-04-07
14114,626,168567.61,1994-04-07
14530,92,176387.52,1994-04-07
14658,967,45775.68,1994-04-07
26148,700,94311.34,1994-04-07
26918,392,202374.77,1994-04-07
30465,829,43198.73,1994-04-07
35361,272,160443.42,1994-04-07
3777,191,101018.42,1994-04-08
5509,556,189635.17,1994-04-08
8994,701,176553.11,1994-04-08
10277,377,129026.57,1994-04-08
28358,823,73987.06,1994-04-08
34432,298,144685.98,1994-04-08
1189,311,103633.13,1994-04-09
2722,244,66154.2,1994-04-09
12768,842,109658.14,1994-04-09
13028,479,215606.52,1994-04-09
31171,391,93824.03,1994-04-09
36838,1039,315253.38,1994-04-09
8646,760,138188.52,1994-04-10
11174,920,137551.84,1994-04-10
23622,727,213446.79,1994-04-10
27491,356,193844.67,1994-04-10
39815,580,202815.42,1994-04-10
4356,673,45803.94,1994-04-11
10118,520,16792.52,1994-04-11
12165,1043,143953.9,1994-04-11
19906,110,119624.38,1994-04-11
19975,878,147645.81,1994-04-11
20519,938,230350.24,1994-04-11
20838,697,281820.74,1994-04-11
27456,359,176866.73,1994-04-11
29219,985,140636.67,1994-04-11
29284,166,108019.8,1994-04-11
33767,616,28816.02,1994-04-11
35330,760,88134.64,1994-04-11
2949,955,118362.89,1994-04-12
32707,205,49950.55,1994-04-12
36706,286,146523.47,1994-04-12
8261,811,88599.65,1994-04-13
13411,964,166007.04,1994-04-13
24454,616,69736.01,1994-04-13
25765,706,30420.88,1994-04-13
34817,727,20434.3,1994-04-13
672,757,122145.05,1994-04-14
9635,593,154383.08,1994-04-14
26181,1019,28192.84,1994-04-14
8422,124,235022.46,1994-04-15
18406,434,87461.84,1994-04-15
32999,188,186670.01,1994-04-15
33220,76,148481.1,1994-04-16
35041,805,165437.55,1994-04-16
96,755,96888.99,1994-04-17
19584,970,106652.88,1994-04-17
1828,220,170972.88,1994-04-18
2756,817,222045.09,1994-04-18
11013,277,2336.36,1994-04-18
30407,622,170585.37,1994-04-18
31363,994,37637.12,1994-04-18
32899,365,62997.3,1994-04-18
2817,277,81713.03,1994-04-19
4674,256,118621.5,1994-04-19
8259,799,38772.21,1994-04-19
11399,242,34137.69,1994-04-19
11553,137,208142.52,1994-04-19
30946,140,22447.93,1994-04-19
994,10,62072.33,1994-04-20
7942,508,119802.94,1994-04-20
30176,703,102522.19,1994-04-20
3972,859,2454.75,1994-04-21
19367,865,66153.25,1994-04-21
28736,431,35167.27,1994-04-22
35813,844,236377.42,1994-04-22
8389,425,120151.03,1994-04-23
9669,433,68475.72,1994-04-23
13056,307,220727.68,1994-04-23
17315,887,206324.1,1994-04-23
25094,769,37650.48,1994-04-23
25927,499,220748.86,1994-04-23
3808,544,298459.96,1994-04-24
9665,748,109307.77,1994-04-24
29702,691,242004.03,1994-04-24
12514,1046,50251.6,1994-04-25
16007,109,145385.37,1994-04-25
18336,535,239664.39,1994-04-25
24870,604,115356.13,1994-04-25
17351,959,48777.51,1994-04-26
38689,469,85930.84,1994-04-26
3751,64,274541.95,1994-04-27
11712,122,106043.37,1994-04-27
13606,112,242622.84,1994-04-27
20197,679,149632.23,1994-04-27
20199,205,177965.27,1994-04-27
23042,644,26835.41,1994-04-27
24485,163,6753.9,1994-04-27
34567,490,239286.5,1994-04-27
6628,313,137832.17,1994-04-28
10370,587,121651.38,1994-04-28
12642,871,248194.53,1994-04-28
14342,112,121951.27,1994-04-28
29380,403,90143.03,1994-04-28
16838,235,178417.64,1994-04-29
23524,952,147990.89,1994-04-29
28839,325,162840.39,1994-04-29
38501,169,66698.02,1994-04-29
1987,688,7036.35,1994-04-30
4514,677,161230.73,1994-04-30
17669,640,76532.38,1994-04-30
36037,97,66286.79,1994-04-30
22245,515,109045.13,1994-05-01
26564,364,167051.89,1994-05-01
7431,766,111331.18,1994-05-02
10146,695,229169.99,1994-05-02
10753,1001,19998.73,1994-05-02
13635,190,103099.88,1994-05-02
15200,970,35566.27,1994-05-02
15815,946,133119.32,1994-05-02
31364,965,242929.36,1994-05-02
20548,511,252651.25,1994-05-03
37730,1042,161862.16,1994-05-03
39460,773,255313.4,1994-05-03
6310,499,271445.12,1994-05-04
12737,832,292768.78,1994-05-04
26436,481,189984.43,1994-05-04
34081,230,307001.35,1994-05-04
36224,140,132381.36,1994-05-04
39141,1042,319481.27,1994-05-04
1824,338,128531.57,1994-05-05
1986,1039,51765.8,1994-05-05
2819,713,80563.46,1994-05-05
2853,650,152473.48,1994-05-05
4389,379,138636.35,1994-05-05
962,247,123732.92,1994-05-06
4930,1039,200367.21,1994-05-06
5991,994,43695.32,1994-05-06
12901,898,263066.27,1994-05-06
27908,949,79774.9,1994-05-06
27938,290,57924.51,1994-05-06
38503,109,115473.84,1994-05-06
3075,877,40442.17,1994-05-07
6626,403,91554.45,1994-05-07
1665,530,6414.52,1994-05-08
1829,781,178852.57,1994-05-08
11426,950,104407.95,1994-05-08
17313,664,187620.62,1994-05-08
23075,196,54893.96,1994-05-08
24452,955,64652.52,1994-05-08
26822,700,105207.92,1994-05-08
33696,175,121189.91,1994-05-08
38756,10,169874.49,1994-05-08
7364,82,128374.48,1994-05-09
8610,488,246691.14,1994-05-09
11942,926,67316.57,1994-05-09
30759,313,46489.57,1994-05-09
4839,170,95575.75,1994-05-10
12935,356,54607.28,1994-05-10
38434,682,109959.51,1994-05-10
34114,73,124400.66,1994-05-11
39908,68,209110.43,1994-05-11
23360,590,72931.24,1994-05-12
33317,841,182334,1994-05-12
1314,997,86032.16,1994-05-13
12000,805,97962.87,1994-05-13
27460,814,255048.1,1994-05-13
34183,1012,20026.25,1994-05-13
4647,185,149675.31,1994-05-14
13314,289,217460.88,1994-05-14
28097,22,47843.67,1994-05-14
32837,304,84782.52,1994-05-14
36358,872,229026.61,1994-05-14
8132,361,224601.24,1994-05-15
10659,277,223255.08,1994-05-15
14437,505,288100.56,1994-05-15
30852,466,160142.61,1994-05-15
36609,47,287729.82,1994-05-15
6656,529,169874.52,1994-05-16
8353,292,144861.87,1994-05-16
10048,562,53090.65,1994-05-16
10240,484,37843.77,1994-05-16
18496,46,151102.8,1994-05-16
263,814,80305.1,1994-05-17
12864,454,107542.29,1994-05-17
13218,1006,184086.61,1994-05-17
21286,425,140431.57,1994-05-17
24358,760,161166.37,1994-05-17
38433,935,94978.33,1994-05-17
3553,637,140341.32,1994-05-18
18338,932,191591.92,1994-05-18
36131,856,238283.8,1994-05-18
1312,778,86149.75,1994-05-19
6561,982,237822.39,1994-05-19
6758,374,13189.76,1994-05-19
20614,520,87594.3,1994-05-19
38341,989,61930.93,1994-05-19
2820,127,209664.13,1994-05-20
5926,524,156652.94,1994-05-20
7397,881,8646.49,1994-05-20
8930,496,70418.93,1994-05-20
9025,517,118845.29,1994-05-20
36965,335,101165.5,1994-05-20
2725,619,94006.35,1994-05-21
3396,1045,288308.79,1994-05-21
5698,661,189326.09,1994-05-21
20261,979,82903.64,1994-05-21
20903,412,77666.01,1994-05-21
22723,677,115119.49,1994-05-21
32355,457,185071.38,1994-05-21
34115,853,250980.49,1994-05-21
36514,34,119199.93,1994-05-21
13735,40,102822.18,1994-05-22
18437,628,49600.18,1994-05-22
23170,752,251467.98,1994-05-22
25472,754,78693.11,1994-05-22
28069,736,253923.39,1994-05-22
31810,193,127532.58,1994-05-22
38726,667,157611.28,1994-05-22
39040,346,143275.06,1994-05-22
834,301,42152.42,1994-05-23
22818,493,161250.96,1994-05-23
25509,757,92876.66,1994-05-23
10663,223,118946.86,1994-05-24
19431,290,150433.55,1994-05-24
26758,538,167172.57,1994-05-24
32166,1018,243810.86,1994-05-24
5760,169,72042.64,1994-05-25
10182,187,203425.62,1994-05-25
12516,961,99545.26,1994-05-25
23205,1031,288192.61,1994-05-25
963,178,81212.5,1994-05-26
3589,214,48251.7,1994-05-26
6880,17,114128.12,1994-05-26
9476,898,143605.57,1994-05-26
25445,149,259106.83,1994-05-26
29637,260,104770.95,1994-05-26
35108,188,153496.81,1994-05-26
37474,370,25941.38,1994-05-26
39335,553,188586.69,1994-05-26
5222,559,955.05,1994-05-27
19779,292,101423.95,1994-05-27
31427,520,101743.77,1994-05-27
36289,685,220214.78,1994-05-27
39426,221,178855.27,1994-05-27
17408,1013,128180.18,1994-05-28
22402,443,97468.97,1994-05-28
23076,238,231175.95,1994-05-28
24675,358,31382.82,1994-05-28
1415,551,22067.2,1994-05-29
6464,112,164829.3,1994-05-29
16225,982,64802.84,1994-05-29
21190,542,140196.05,1994-05-29
1255,853,71709.62,1994-05-30
1895,46,42837.1,1994-05-30
21953,55,71789.36,1994-05-30
22342,697,140673.43,1994-05-30
609,877,29676.1,1994-06-01
2050,191,267694.01,1994-06-02
5639,1015,12531.17,1994-06-02
7398,235,170044.35,1994-06-02
21766,973,78882.33,1994-06-02
34144,337,73831.12,1994-06-02
35461,547,163786.18,1994-06-02
2150,572,217879.66,1994-06-03
6179,862,233476.56,1994-06-03
7971,200,108675.95,1994-06-03
9283,878,5297.82,1994-06-03
25605,359,9259.83,1994-06-03
69,592,255127.84,1994-06-04
5283,916,19193.58,1994-06-04
7905,683,182611.27,1994-06-04
8161,256,17660.96,1994-06-04
11748,514,29563.74,1994-06-04
8614,835,110807.39,1994-06-05
24647,751,167078.89,1994-06-05
13475,982,234887.46,1994-06-06
21958,941,260474.69,1994-06-06
131,650,110897.71,1994-06-08
6434,683,150796.49,1994-06-08
9440,451,4102.04,1994-06-08
19010,781,193690.39,1994-06-08
21506,683,152852.23,1994-06-08
39780,664,240557.27,1994-06-08
4065,556,227371.85,1994-06-09
24517,196,36954.77,1994-06-09
28706,730,38193.95,1994-06-09
33251,736,8663.03,1994-06-09
6691,1006,238144.31,1994-06-10
11333,71,10719.91,1994-06-10
17446,877,71949.98,1994-06-10
32358,1034,277351.85,1994-06-10
32672,398,102934.28,1994-06-10
37569,790,103505.03,1994-06-10
1734,46,44121.05,1994-06-11
9540,550,121586.85,1994-06-11
15522,691,122687.94,1994-06-11
21794,964,244192.12,1994-06-11
24869,223,201790.92,1994-06-11
35170,452,72255.83,1994-06-11
36230,347,235988.45,1994-06-11
5155,535,106104.66,1994-06-12
7686,271,109637.37,1994-06-12
12673,43,32705.51,1994-06-12
14465,433,137263.8,1994-06-12
26466,994,45430.81,1994-06-12
8999,823,118773.51,1994-06-13
10113,40,140426.03,1994-06-13
25347,448,121397.73,1994-06-13
29988,335,46806.01,1994-06-13
355,491,112571.9,1994-06-14
9284,463,84009.75,1994-06-14
24612,127,56224.43,1994-06-14
37348,608,224808.04,1994-06-14
37574,395,50161.8,1994-06-14
39430,388,148939.17,1994-06-14
837,811,86364.24,1994-06-15
1030,938,22891.94,1994-06-15
21381,182,9847.42,1994-06-15
28001,262,289932.73,1994-06-15
29025,517,62419.32,1994-06-15
9185,103,75324.29,1994-06-16
14528,233,168827.95,1994-06-16
22242,121,194396.28,1994-06-16
28161,443,260571.34,1994-06-16
28327,934,100039.44,1994-06-16
4608,557,201554.18,1994-06-17
24199,683,54538.8,1994-06-17
30406,583,163548.95,1994-06-17
35269,185,31866.25,1994-06-17
224,19,209163.82,1994-06-18
4420,763,6383.77,1994-06-18
5984,482,109388.7,1994-06-18
8545,409,284726.12,1994-06-18
